
"Exported Sensor Data"
"Date Start:","2021-01-01 00:00:00"
"Date End:","2022-01-01 00:00:00"
Created:,"Data generated by EMS Viewer on 2023-06-21 10:16:48"

"Court 228 case",,
"Date Time","Temperature (C)","Humidity (%RH)"
"2021-11-08 10:12:12",22.6,48.4
"2021-11-08 10:17:11",21.4,44.9
"2021-11-08 10:22:14",20.6,46.4
"2021-11-08 10:27:20",20.3,47.3
"2021-11-08 10:32:13",20.2,48.3
"2021-11-08 10:37:13",20,48.2
"2021-11-08 10:42:10",20,49.2
"2021-11-08 10:47:11",20,48.7
"2021-11-08 10:52:01",20,49.3
"2021-11-08 10:56:53",20,48.8
"2021-11-08 11:01:57",20,50.2
"2021-11-08 11:06:46",20,49.8
"2021-11-08 11:11:50",20,48.7
"2021-11-08 11:16:59",20,48.5
"2021-11-08 11:21:55",20,49.5
"2021-11-08 11:32:03",20,49.4
"2021-11-08 11:37:11",20,49.6
"2021-11-08 11:42:07",20,49.8
"2021-11-08 11:47:09",20,49.3
"2021-11-08 11:52:01",20.3,49.4
"2021-11-08 12:06:39",20.3,49.2
"2021-11-08 12:11:36",20.3,50.3
"2021-11-08 12:16:42",20.4,50.2
"2021-11-08 12:21:31",20.4,49.8
"2021-11-08 12:36:30",20.6,48.4
"2021-11-08 12:41:33",20.6,51.4
"2021-11-08 12:46:40",20.6,50.7
"2021-11-08 12:51:44",20.6,49.9
"2021-11-08 12:56:49",20.6,49.1
"2021-11-08 13:01:56",20.6,49.3
"2021-11-08 13:06:53",20.4,50.3
"2021-11-08 13:11:54",20.3,53
"2021-11-08 13:22:01",20.3,50.9
"2021-11-08 13:27:06",20.2,50.9
"2021-11-08 13:32:16",20,50.9
"2021-11-08 13:37:14",20,51.2
"2021-11-08 13:42:12",20,51.2
"2021-11-08 13:47:12",19.9,51.2
"2021-11-08 13:52:03",19.9,51.5
"2021-11-08 13:57:04",19.9,51.5
"2021-11-08 14:01:59",19.8,51.7
"2021-11-08 14:07:02",19.8,51.8
"2021-11-08 14:11:57",19.8,52
"2021-11-08 14:16:53",19.8,52.1
"2021-11-08 14:26:52",19.8,52.5
"2021-11-08 14:31:49",19.8,52.4
"2021-11-08 14:36:45",19.8,52.5
"2021-11-08 14:41:37",19.8,52.8
"2021-11-08 14:46:28",19.8,52.7
"2021-11-08 14:51:25",19.8,52.9
"2021-11-08 14:56:16",19.8,52.9
"2021-11-08 15:01:13",19.8,53.1
"2021-11-08 15:06:12",19.8,53.1
"2021-11-08 15:11:21",19.8,53.1
"2021-11-08 15:16:12",19.8,53.3
"2021-11-08 15:21:17",19.8,53.3
"2021-11-08 15:31:29",19.8,53.4
"2021-11-08 15:36:20",19.8,53.5
"2021-11-08 15:41:24",19.8,53.6
"2021-11-08 15:46:23",19.8,53.7
"2021-11-08 15:51:21",19.8,53.8
"2021-11-08 15:56:31",19.9,54.1
"2021-11-08 16:01:29",19.9,54.1
"2021-11-08 16:06:33",19.9,54.3
"2021-11-08 16:11:26",19.9,54.3
"2021-11-08 16:16:20",19.9,54.3
"2021-11-08 16:21:16",19.9,54.3
"2021-11-08 16:26:15",19.9,54.1
"2021-11-08 16:31:05",19.9,54.1
"2021-11-08 16:36:08",19.9,54.1
"2021-11-08 16:41:12",19.9,54
"2021-11-08 16:46:22",19.9,54.1
"2021-11-08 16:56:20",19.8,54
"2021-11-08 17:01:29",19.8,53.9
"2021-11-08 17:06:36",19.8,53.9
"2021-11-08 17:11:27",19.8,54.1
"2021-11-08 17:16:18",19.8,54
"2021-11-08 17:21:09",19.8,54.1
"2021-11-08 17:26:01",19.8,54.1
"2021-11-08 17:31:05",19.8,54
"2021-11-08 17:36:06",19.8,53.8
"2021-11-08 17:41:04",19.8,53.7
"2021-11-08 17:45:56",19.8,53.5
"2021-11-08 17:50:56",19.8,53.6
"2021-11-08 17:55:54",19.8,53.4
"2021-11-08 18:01:04",19.8,53.6
"2021-11-08 18:06:06",19.8,53.4
"2021-11-08 18:11:02",19.8,53.4
"2021-11-08 18:16:09",19.8,53.5
"2021-11-08 18:21:19",19.8,53.6
"2021-11-08 18:26:12",19.8,53.6
"2021-11-08 18:46:11",19.7,53.7
"2021-11-08 18:56:18",19.7,53.8
"2021-11-08 19:01:28",19.7,53.8
"2021-11-08 19:06:23",19.7,53.8
"2021-11-08 19:11:17",19.7,53.8
"2021-11-08 19:16:12",19.7,53.7
"2021-11-08 19:21:22",19.7,53.8
"2021-11-08 19:26:24",19.6,53.7
"2021-11-08 19:31:28",19.6,53.8
"2021-11-08 19:36:18",19.6,53.7
"2021-11-08 19:41:12",19.6,53.8
"2021-11-08 19:46:02",19.6,53.7
"2021-11-08 19:50:55",19.6,53.9
"2021-11-08 19:56:01",19.6,53.7
"2021-11-08 20:01:10",19.6,53.7
"2021-11-08 20:10:55",19.5,53.9
"2021-11-08 20:15:45",19.5,53.7
"2021-11-08 20:25:30",19.5,53.7
"2021-11-08 20:35:31",19.5,53.8
"2021-11-08 20:40:26",19.5,53.8
"2021-11-08 20:45:24",19.5,53.8
"2021-11-08 20:50:19",19.5,53.8
"2021-11-08 20:55:15",19.5,53.8
"2021-11-08 21:00:21",19.5,53.9
"2021-11-08 21:05:21",19.5,53.8
"2021-11-08 21:10:28",19.5,53.8
"2021-11-08 21:15:29",19.5,53.8
"2021-11-08 21:20:21",19.4,53.8
"2021-11-08 21:25:19",19.4,53.8
"2021-11-08 21:30:29",19.4,53.8
"2021-11-08 21:35:21",19.4,53.8
"2021-11-08 21:45:30",19.4,53.7
"2021-11-08 21:50:24",19.4,53.8
"2021-11-08 22:00:20",19.4,53.6
"2021-11-08 22:05:19",19.4,53.8
"2021-11-08 22:10:15",19.4,53.6
"2021-11-08 22:15:05",19.4,53.8
"2021-11-08 22:20:09",19.4,53.7
"2021-11-08 22:25:05",19.4,53.7
"2021-11-08 22:30:05",19.4,53.8
"2021-11-08 22:35:05",19.4,53.7
"2021-11-08 22:40:02",19.3,53.6
"2021-11-08 22:45:01",19.3,53.6
"2021-11-08 22:50:01",19.3,53.7
"2021-11-08 22:55:11",19.3,53.8
"2021-11-08 23:04:57",19.3,53.6
"2021-11-08 23:10:01",19.3,53.7
"2021-11-08 23:14:52",19.3,53.6
"2021-11-08 23:19:49",19.3,53.6
"2021-11-08 23:24:57",19.3,53.7
"2021-11-08 23:29:58",19.3,53.7
"2021-11-08 23:34:55",19.3,53.7
"2021-11-08 23:40:00",19.3,53.6
"2021-11-08 23:49:52",19.3,53.5
"2021-11-08 23:59:53",19.3,53.7
"2021-11-09 00:05:01",19.3,53.7
"2021-11-09 00:09:52",19.3,53.7
"2021-11-09 00:15:01",19.3,53.7
