

Report Title:,Court_229_2021
Site:,Kowloon West M+


Date,Court 229 Chan: 1 C,Court 229 Chan: 2 %RH
12/5/2021 8:00:00 AM,23.40,62.20
12/5/2021 11:53:00 AM,24.80,61.00
12/5/2021 11:57:50 AM,25.10,57.90
12/5/2021 12:02:42 PM,25.20,57.20
12/5/2021 12:07:39 PM,25.20,57.30
12/5/2021 12:12:49 PM,25.20,57.30
12/5/2021 12:15:00 PM,25.20,57.30
12/5/2021 12:17:56 PM,25.20,57.10
12/5/2021 12:22:51 PM,25.20,57.40
12/5/2021 12:27:55 PM,25.10,57.70
12/5/2021 12:30:00 PM,25.20,56.80
12/5/2021 12:32:45 PM,25.20,56.60
12/5/2021 12:37:40 PM,24.80,57.20
12/5/2021 12:42:45 PM,24.80,57.60
12/5/2021 12:45:00 PM,24.80,57.40
12/5/2021 12:47:44 PM,24.80,57.70
12/5/2021 12:52:41 PM,24.80,57.90
12/5/2021 12:57:32 PM,24.60,57.90
12/5/2021 1:00:00 PM,24.60,58.00
12/5/2021 1:02:34 PM,24.60,58.20
12/5/2021 1:07:31 PM,24.60,58.10
12/5/2021 1:12:23 PM,24.60,58.00
12/5/2021 1:15:00 PM,24.60,58.40
12/5/2021 1:17:22 PM,24.60,58.20
12/5/2021 1:22:20 PM,24.60,58.10
12/5/2021 1:27:21 PM,24.80,57.30
12/5/2021 1:30:00 PM,24.80,57.70
12/5/2021 1:37:22 PM,24.80,57.70
12/5/2021 1:42:14 PM,24.60,57.80
12/5/2021 1:45:00 PM,24.60,57.70
12/5/2021 1:47:18 PM,24.80,57.60
12/5/2021 1:52:15 PM,24.80,57.60
12/5/2021 1:57:22 PM,24.80,57.50
12/5/2021 2:00:00 PM,24.80,57.50
12/5/2021 2:02:17 PM,24.80,57.80
12/5/2021 2:07:08 PM,24.80,57.00
12/5/2021 2:12:00 PM,24.80,56.60
12/5/2021 2:15:00 PM,24.80,56.70
12/5/2021 2:17:01 PM,24.80,56.90
12/5/2021 2:22:11 PM,24.80,57.20
12/5/2021 2:27:15 PM,24.60,57.70
12/5/2021 2:30:00 PM,24.80,57.30
12/5/2021 2:32:23 PM,24.80,57.30
12/5/2021 2:37:20 PM,24.80,57.60
12/5/2021 2:42:23 PM,24.80,57.80
12/5/2021 2:45:00 PM,24.80,57.90
12/5/2021 2:47:26 PM,24.80,57.70
12/5/2021 2:52:16 PM,24.80,58.50
12/5/2021 2:57:21 PM,24.80,58.50
12/5/2021 3:00:00 PM,24.60,58.50
12/5/2021 3:02:20 PM,24.60,58.30
12/5/2021 3:07:23 PM,24.60,58.40
12/5/2021 3:12:33 PM,24.60,58.70
12/5/2021 3:15:00 PM,24.60,58.50
12/5/2021 3:17:23 PM,24.80,58.30
12/5/2021 3:22:30 PM,24.60,58.30
12/5/2021 3:27:25 PM,24.60,58.10
12/5/2021 3:30:00 PM,24.60,58.10
12/5/2021 3:32:19 PM,24.80,57.90
12/5/2021 3:37:25 PM,24.60,57.80
12/5/2021 3:42:26 PM,24.60,57.60
12/5/2021 3:45:00 PM,24.60,57.60
12/5/2021 3:47:28 PM,24.60,57.70
12/5/2021 3:52:32 PM,24.60,57.50
12/5/2021 3:57:39 PM,24.80,57.40
12/5/2021 4:00:00 PM,24.60,57.50
12/5/2021 4:02:32 PM,24.80,57.50
12/5/2021 4:07:23 PM,24.60,57.60
12/5/2021 4:12:29 PM,24.60,58.10
12/5/2021 4:15:00 PM,24.60,58.20
12/5/2021 4:17:30 PM,24.50,58.50
12/5/2021 4:27:16 PM,24.60,58.10
12/5/2021 4:30:00 PM,24.60,58.10
12/5/2021 4:32:12 PM,24.60,57.90
12/5/2021 4:37:15 PM,24.80,57.80
12/5/2021 4:42:16 PM,24.80,57.50
12/5/2021 4:45:00 PM,24.80,57.60
12/5/2021 4:47:26 PM,24.60,57.80
12/5/2021 4:52:19 PM,24.60,58.20
12/5/2021 4:57:26 PM,24.60,57.90
12/5/2021 5:00:00 PM,24.60,58.00
12/5/2021 5:02:23 PM,24.80,57.60
12/5/2021 5:07:31 PM,24.80,57.40
12/5/2021 5:12:37 PM,24.80,56.80
12/5/2021 5:15:00 PM,24.80,57.00
12/5/2021 5:22:28 PM,24.80,57.10
12/5/2021 5:27:35 PM,24.80,57.00
12/5/2021 5:30:00 PM,25.00,56.70
12/5/2021 5:32:43 PM,25.00,56.60
12/5/2021 5:42:34 PM,24.80,57.10
12/5/2021 5:45:00 PM,24.80,57.00
12/5/2021 5:47:26 PM,24.80,56.80
12/5/2021 5:52:33 PM,24.80,56.90
12/5/2021 6:00:00 PM,24.80,57.40
12/5/2021 6:02:19 PM,24.80,57.40
12/5/2021 6:07:09 PM,24.80,57.50
12/5/2021 6:12:17 PM,24.60,57.90
12/5/2021 6:15:00 PM,24.60,58.20
12/5/2021 6:17:07 PM,24.60,58.30
12/5/2021 6:22:00 PM,24.50,58.10
12/5/2021 6:26:59 PM,24.30,58.40
12/5/2021 6:30:00 PM,24.30,58.50
12/5/2021 6:31:57 PM,24.30,58.70
12/5/2021 6:36:54 PM,24.30,58.80
12/5/2021 6:41:57 PM,24.30,59.00
12/5/2021 6:45:00 PM,24.10,59.10
12/5/2021 6:46:48 PM,24.10,59.20
12/5/2021 6:51:56 PM,24.10,59.40
12/5/2021 6:56:46 PM,24.10,59.40
12/5/2021 7:00:00 PM,24.00,59.50
12/5/2021 7:01:39 PM,24.10,59.50
12/5/2021 7:06:35 PM,24.00,58.40
12/5/2021 7:11:30 PM,24.00,57.60
12/5/2021 7:15:00 PM,24.00,57.50
12/5/2021 7:16:32 PM,24.00,57.90
12/5/2021 7:21:26 PM,23.80,57.90
12/5/2021 7:26:17 PM,23.80,57.90
12/5/2021 7:30:00 PM,23.80,58.00
12/5/2021 7:31:21 PM,23.80,57.70
12/5/2021 7:36:28 PM,23.80,57.90
12/5/2021 7:41:31 PM,23.80,57.80
12/5/2021 7:45:00 PM,23.80,57.70
12/5/2021 7:46:32 PM,23.60,57.70
12/5/2021 7:51:27 PM,23.60,58.20
12/5/2021 7:56:34 PM,23.60,58.30
12/5/2021 8:00:00 PM,23.60,58.40
12/5/2021 8:01:32 PM,23.60,58.50
12/5/2021 8:06:32 PM,23.60,58.70
12/5/2021 8:11:26 PM,23.60,59.00
12/5/2021 8:15:00 PM,23.60,59.40
12/5/2021 8:16:26 PM,23.60,59.40
12/5/2021 8:21:26 PM,23.60,59.30
12/5/2021 8:26:16 PM,23.60,59.60
12/5/2021 8:30:00 PM,23.40,59.80
12/5/2021 8:31:20 PM,23.40,59.70
12/5/2021 8:36:26 PM,23.40,59.80
12/5/2021 8:41:33 PM,23.40,59.80
12/5/2021 8:45:00 PM,23.40,59.90
12/5/2021 8:46:27 PM,23.40,60.00
12/5/2021 8:51:19 PM,23.40,60.40
12/5/2021 9:00:00 PM,23.40,60.80
12/5/2021 9:06:21 PM,23.40,61.60
12/5/2021 9:11:11 PM,23.40,62.00
12/5/2021 9:15:00 PM,23.40,62.20
12/5/2021 9:16:08 PM,23.40,62.30
12/5/2021 9:21:04 PM,23.40,62.60
12/5/2021 9:25:54 PM,23.40,62.80
12/5/2021 9:30:00 PM,23.40,62.90
12/5/2021 9:30:45 PM,23.40,62.90
12/5/2021 9:35:41 PM,23.40,63.00
12/5/2021 9:40:39 PM,23.40,63.20
12/5/2021 9:45:00 PM,23.40,63.20
12/5/2021 9:45:46 PM,23.40,63.20
12/5/2021 9:50:38 PM,23.20,62.90
12/5/2021 10:00:00 PM,23.20,63.30
12/5/2021 10:00:30 PM,23.20,63.30
12/5/2021 10:05:22 PM,23.20,63.30
12/5/2021 10:10:12 PM,23.20,63.10
12/5/2021 10:15:00 PM,23.20,63.10
12/5/2021 10:15:04 PM,23.20,63.10
12/5/2021 10:20:06 PM,23.20,63.40
12/5/2021 10:25:08 PM,23.20,63.10
12/5/2021 10:30:00 PM,23.20,63.10
12/5/2021 10:30:11 PM,23.20,63.10
12/5/2021 10:35:04 PM,23.20,63.20
12/5/2021 10:40:00 PM,23.20,63.20
12/5/2021 10:45:00 PM,23.20,63.10
12/5/2021 10:45:09 PM,23.20,63.10
12/5/2021 10:50:10 PM,23.20,63.30
12/5/2021 10:55:00 PM,23.20,63.20
12/5/2021 10:59:58 PM,23.20,63.00
12/5/2021 11:04:52 PM,23.00,63.20
12/5/2021 11:09:44 PM,23.00,63.30
12/5/2021 11:14:46 PM,23.00,63.30
12/5/2021 11:15:00 PM,23.00,63.30
12/5/2021 11:24:37 PM,23.00,63.30
12/5/2021 11:29:27 PM,23.00,63.40
12/5/2021 11:30:00 PM,23.00,63.40
12/5/2021 11:34:17 PM,23.00,63.50
12/5/2021 11:44:11 PM,23.00,63.70
12/5/2021 11:45:00 PM,23.00,63.70
12/5/2021 11:49:05 PM,23.00,63.90
12/5/2021 11:54:04 PM,23.00,63.90
12/5/2021 11:59:11 PM,23.00,64.20
13/5/2021 12:00:00 AM,23.00,64.20
13/5/2021 12:09:08 AM,23.00,64.50
13/5/2021 12:14:13 AM,23.00,64.40
13/5/2021 12:15:00 AM,23.00,64.50
13/5/2021 12:19:09 AM,23.00,64.70
13/5/2021 12:24:09 AM,23.00,64.80
13/5/2021 12:29:03 AM,23.00,64.60
13/5/2021 12:30:00 AM,23.00,64.50
13/5/2021 12:33:56 AM,23.00,64.60
13/5/2021 12:38:55 AM,23.00,64.60
13/5/2021 12:43:44 AM,23.00,64.50
13/5/2021 12:45:00 AM,23.00,64.50
13/5/2021 12:48:46 AM,23.00,64.30
13/5/2021 12:53:42 AM,23.00,64.40
13/5/2021 12:58:46 AM,22.80,64.60
13/5/2021 1:00:00 AM,22.80,64.60
13/5/2021 1:03:38 AM,22.80,64.70
13/5/2021 1:08:46 AM,23.00,64.70
13/5/2021 1:13:39 AM,23.00,64.70
13/5/2021 1:15:00 AM,22.80,64.70
13/5/2021 1:18:38 AM,23.00,64.60
13/5/2021 1:23:37 AM,22.80,64.30
13/5/2021 1:28:28 AM,22.80,64.40
13/5/2021 1:30:00 AM,22.80,64.50
13/5/2021 1:33:21 AM,22.80,64.60
13/5/2021 1:38:11 AM,22.80,64.60
13/5/2021 1:43:05 AM,22.80,64.40
13/5/2021 1:45:00 AM,22.80,64.40
13/5/2021 1:53:10 AM,22.80,64.50
13/5/2021 1:58:16 AM,22.80,64.50
13/5/2021 2:00:00 AM,22.80,64.60
13/5/2021 2:03:21 AM,22.80,64.80
13/5/2021 2:08:25 AM,22.80,64.90
13/5/2021 2:13:32 AM,22.80,64.80
13/5/2021 2:15:00 AM,22.80,64.80
13/5/2021 2:18:23 AM,22.80,64.80
13/5/2021 2:23:16 AM,22.80,65.00
13/5/2021 2:28:15 AM,22.80,65.10
13/5/2021 2:30:00 AM,22.80,65.10
13/5/2021 2:33:14 AM,22.80,65.00
13/5/2021 2:38:22 AM,22.80,65.00
13/5/2021 2:43:15 AM,22.80,65.10
13/5/2021 2:45:00 AM,22.80,65.10
13/5/2021 2:48:11 AM,22.80,65.00
13/5/2021 2:53:05 AM,22.80,65.00
13/5/2021 2:58:10 AM,22.80,65.10
13/5/2021 3:00:00 AM,22.80,65.00
13/5/2021 3:03:12 AM,22.80,65.00
13/5/2021 3:08:05 AM,22.80,64.70
13/5/2021 3:13:05 AM,22.80,64.60
13/5/2021 3:15:00 AM,22.80,64.60
13/5/2021 3:18:02 AM,22.80,64.60
13/5/2021 3:23:03 AM,22.80,64.40
13/5/2021 3:28:10 AM,22.80,64.50
13/5/2021 3:30:00 AM,22.80,64.60
13/5/2021 3:33:09 AM,22.80,64.70
13/5/2021 3:38:05 AM,22.80,64.80
13/5/2021 3:42:55 AM,22.80,64.50
13/5/2021 3:45:00 AM,22.80,64.40
13/5/2021 3:47:53 AM,22.80,64.50
13/5/2021 3:52:52 AM,22.80,64.70
13/5/2021 3:57:58 AM,22.80,64.70
13/5/2021 4:00:00 AM,22.80,64.80
13/5/2021 4:07:43 AM,22.80,64.80
13/5/2021 4:12:49 AM,22.80,64.50
13/5/2021 4:15:00 AM,22.80,64.50
13/5/2021 4:17:58 AM,22.60,64.30
13/5/2021 4:23:01 AM,22.60,64.40
13/5/2021 4:30:00 AM,22.60,64.60
13/5/2021 4:33:03 AM,22.60,64.40
13/5/2021 4:38:00 AM,22.60,64.30
13/5/2021 4:43:04 AM,22.60,64.50
13/5/2021 4:45:00 AM,22.60,64.60
13/5/2021 4:47:55 AM,22.60,64.60
13/5/2021 4:52:45 AM,22.60,64.60
13/5/2021 4:57:48 AM,22.60,64.70
13/5/2021 5:00:00 AM,22.60,64.80
13/5/2021 5:02:38 AM,22.60,64.90
13/5/2021 5:07:30 AM,22.60,65.00
13/5/2021 5:12:21 AM,22.60,64.90
13/5/2021 5:15:00 AM,22.60,65.00
13/5/2021 5:17:20 AM,22.60,65.00
13/5/2021 5:22:10 AM,22.60,65.20
13/5/2021 5:27:08 AM,22.60,65.40
13/5/2021 5:30:00 AM,22.60,65.30
13/5/2021 5:32:09 AM,22.60,65.30
13/5/2021 5:37:06 AM,22.60,65.20
13/5/2021 5:41:57 AM,22.60,65.40
13/5/2021 5:45:00 AM,22.60,65.30
13/5/2021 5:46:53 AM,22.60,65.20
13/5/2021 5:51:45 AM,22.60,65.10
13/5/2021 6:00:00 AM,22.60,65.10
13/5/2021 6:01:53 AM,22.60,65.10
13/5/2021 6:06:49 AM,22.60,65.10
13/5/2021 6:11:40 AM,22.60,65.10
13/5/2021 6:15:00 AM,22.60,65.10
13/5/2021 6:16:42 AM,22.60,65.10
13/5/2021 6:21:43 AM,22.80,65.20
13/5/2021 6:26:38 AM,22.80,65.10
13/5/2021 6:30:00 AM,22.80,65.00
13/5/2021 6:31:42 AM,22.80,65.00
13/5/2021 6:36:37 AM,22.80,65.00
13/5/2021 6:41:46 AM,22.80,64.80
13/5/2021 6:45:00 AM,22.80,64.70
13/5/2021 6:46:43 AM,22.80,64.70
13/5/2021 6:51:51 AM,22.80,64.90
13/5/2021 6:56:42 AM,22.80,65.00
13/5/2021 7:00:00 AM,22.80,64.60
13/5/2021 7:06:43 AM,23.00,64.50
13/5/2021 7:11:32 AM,23.00,64.50
13/5/2021 7:15:00 AM,23.00,64.50
13/5/2021 7:16:23 AM,23.00,64.30
13/5/2021 7:21:23 AM,23.00,64.20
13/5/2021 7:26:21 AM,23.20,63.90
13/5/2021 7:30:00 AM,23.20,63.50
13/5/2021 7:31:25 AM,23.20,63.40
13/5/2021 7:36:17 AM,23.20,63.00
13/5/2021 7:41:09 AM,23.20,62.80
13/5/2021 7:45:00 AM,23.20,62.70
13/5/2021 7:46:09 AM,23.20,62.70
13/5/2021 7:51:13 AM,23.20,62.60
13/5/2021 7:56:07 AM,23.40,62.00
13/5/2021 8:00:00 AM,23.00,65.00
13/5/2021 8:01:15 AM,23.20,62.60
13/5/2021 8:06:25 AM,23.20,63.80
13/5/2021 8:11:28 AM,23.20,63.70
13/5/2021 8:15:00 AM,23.20,63.90
13/5/2021 8:16:26 AM,23.20,64.20
13/5/2021 8:21:18 AM,23.00,64.80
13/5/2021 8:26:21 AM,23.20,64.80
13/5/2021 8:30:00 AM,23.00,64.70
13/5/2021 8:31:11 AM,23.00,64.70
13/5/2021 8:36:07 AM,23.20,64.10
13/5/2021 8:41:00 AM,23.20,64.30
13/5/2021 8:45:00 AM,23.40,64.10
13/5/2021 8:45:56 AM,23.40,64.00
13/5/2021 8:50:59 AM,23.40,64.30
13/5/2021 8:56:08 AM,23.20,64.10
13/5/2021 9:00:00 AM,23.20,64.00
13/5/2021 9:01:00 AM,23.20,63.80
13/5/2021 9:06:06 AM,23.40,63.10
13/5/2021 9:11:00 AM,23.60,62.90
13/5/2021 9:15:00 AM,23.60,62.40
13/5/2021 9:16:07 AM,23.80,62.30
13/5/2021 9:21:15 AM,23.80,61.70
13/5/2021 9:26:15 AM,24.00,61.20
13/5/2021 9:30:00 AM,24.00,61.40
13/5/2021 9:31:21 AM,24.00,61.20
13/5/2021 9:36:29 AM,24.10,60.80
13/5/2021 9:41:34 AM,24.00,60.40
13/5/2021 9:45:00 AM,24.30,60.20
13/5/2021 9:46:38 AM,24.30,60.20
13/5/2021 9:51:36 AM,24.30,59.90
13/5/2021 9:56:27 AM,24.30,59.10
13/5/2021 10:00:00 AM,24.30,58.90
13/5/2021 10:01:22 AM,24.30,58.90
13/5/2021 10:06:28 AM,24.50,58.70
13/5/2021 10:11:25 AM,24.60,58.30
13/5/2021 10:15:00 AM,24.60,58.10
13/5/2021 10:16:28 AM,24.60,57.90
13/5/2021 10:21:29 AM,24.60,58.10
13/5/2021 10:26:19 AM,24.60,58.00
13/5/2021 10:30:00 AM,24.60,57.90
13/5/2021 10:31:16 AM,24.60,57.90
13/5/2021 10:36:22 AM,24.60,58.20
13/5/2021 10:41:20 AM,24.60,58.20
13/5/2021 10:45:00 AM,24.80,57.90
13/5/2021 10:46:13 AM,24.60,57.80
13/5/2021 10:51:12 AM,24.60,58.00
13/5/2021 11:00:00 AM,24.80,57.10
13/5/2021 11:01:12 AM,25.00,57.00
13/5/2021 11:06:16 AM,24.80,57.10
13/5/2021 11:11:21 AM,24.80,57.60
13/5/2021 11:15:00 AM,24.80,57.70
13/5/2021 11:16:29 AM,24.80,57.20
13/5/2021 11:21:18 AM,24.60,57.10
13/5/2021 11:26:28 AM,24.80,57.20
13/5/2021 11:30:00 AM,24.80,57.30
13/5/2021 11:31:26 AM,25.10,57.10
13/5/2021 11:36:29 AM,25.00,57.40
13/5/2021 11:41:29 AM,24.80,58.10
13/5/2021 11:45:00 AM,24.80,58.30
13/5/2021 11:46:37 AM,24.80,58.40
13/5/2021 11:51:26 AM,24.80,58.30
13/5/2021 11:56:28 AM,24.80,58.50
13/5/2021 12:00:00 PM,24.80,58.40
13/5/2021 12:01:32 PM,24.80,58.30
13/5/2021 12:06:30 PM,24.80,58.10
13/5/2021 12:11:20 PM,25.00,58.00
13/5/2021 12:15:00 PM,25.00,57.80
13/5/2021 12:16:27 PM,25.10,57.70
13/5/2021 12:21:18 PM,24.80,58.00
13/5/2021 12:26:19 PM,24.80,58.20
13/5/2021 12:30:00 PM,24.80,58.00
13/5/2021 12:31:19 PM,24.80,57.90
13/5/2021 12:36:15 PM,25.00,57.10
13/5/2021 12:41:12 PM,24.80,57.20
13/5/2021 12:45:00 PM,24.80,56.80
13/5/2021 12:46:16 PM,25.00,56.60
13/5/2021 12:51:26 PM,25.20,55.90
13/5/2021 12:56:20 PM,25.00,56.40
13/5/2021 1:00:00 PM,24.80,56.80
13/5/2021 1:01:18 PM,24.80,57.00
13/5/2021 1:06:22 PM,24.80,57.10
13/5/2021 1:11:24 PM,24.80,56.70
13/5/2021 1:15:00 PM,24.80,56.90
13/5/2021 1:16:33 PM,24.60,56.90
13/5/2021 1:21:38 PM,24.60,57.10
13/5/2021 1:26:46 PM,24.80,56.70
13/5/2021 1:30:00 PM,24.80,55.70
13/5/2021 1:31:39 PM,24.80,55.60
13/5/2021 1:36:35 PM,24.80,56.50
13/5/2021 1:41:44 PM,24.80,56.40
13/5/2021 1:45:00 PM,24.80,56.30
13/5/2021 1:46:52 PM,25.00,55.90
13/5/2021 1:51:59 PM,24.80,56.40
13/5/2021 1:57:08 PM,24.80,56.50
13/5/2021 2:00:00 PM,24.80,56.50
13/5/2021 2:02:16 PM,24.80,56.30
13/5/2021 2:07:17 PM,24.80,55.90
13/5/2021 2:12:07 PM,24.80,56.10
13/5/2021 2:15:00 PM,24.60,56.60
13/5/2021 2:17:05 PM,24.60,56.80
13/5/2021 2:22:09 PM,24.60,56.80
13/5/2021 2:27:01 PM,24.80,56.70
13/5/2021 2:30:00 PM,24.80,56.60
13/5/2021 2:32:00 PM,24.80,56.30
13/5/2021 2:37:10 PM,24.60,56.00
13/5/2021 2:45:00 PM,24.80,55.80
13/5/2021 2:46:59 PM,24.80,55.90
13/5/2021 2:56:54 PM,24.80,55.80
13/5/2021 3:00:00 PM,24.80,55.90
13/5/2021 3:01:52 PM,24.80,56.30
13/5/2021 3:06:47 PM,24.80,56.70
13/5/2021 3:11:44 PM,24.80,56.50
13/5/2021 3:15:00 PM,24.80,56.90
13/5/2021 3:16:49 PM,24.80,56.90
13/5/2021 3:21:57 PM,24.80,56.70
13/5/2021 3:27:03 PM,24.80,56.70
13/5/2021 3:30:00 PM,24.80,56.50
13/5/2021 3:32:08 PM,24.80,56.20
13/5/2021 3:37:01 PM,24.80,56.20
13/5/2021 3:42:02 PM,24.80,56.10
13/5/2021 3:45:00 PM,24.60,56.50
13/5/2021 3:46:51 PM,24.60,56.80
13/5/2021 3:51:43 PM,24.60,57.40
13/5/2021 3:56:48 PM,24.60,57.60
13/5/2021 4:00:00 PM,24.60,57.50
13/5/2021 4:01:48 PM,24.60,57.60
13/5/2021 4:11:47 PM,24.50,58.50
13/5/2021 4:15:00 PM,24.50,58.80
13/5/2021 4:21:38 PM,24.50,59.50
13/5/2021 4:26:46 PM,24.30,59.80
13/5/2021 4:30:00 PM,24.30,59.90
13/5/2021 4:31:46 PM,24.30,59.80
13/5/2021 4:36:41 PM,24.30,59.70
13/5/2021 4:41:33 PM,24.30,59.70
13/5/2021 4:45:00 PM,24.30,59.80
13/5/2021 4:46:27 PM,24.30,59.70
13/5/2021 4:51:27 PM,24.30,59.70
13/5/2021 4:56:23 PM,24.30,59.70
13/5/2021 5:00:00 PM,24.10,59.80
13/5/2021 5:01:18 PM,24.10,59.90
13/5/2021 5:06:26 PM,24.10,60.10
13/5/2021 5:11:26 PM,24.10,60.00
13/5/2021 5:15:00 PM,24.00,60.30
13/5/2021 5:16:31 PM,24.00,60.40
13/5/2021 5:21:32 PM,24.00,60.40
13/5/2021 5:30:00 PM,24.00,60.10
13/5/2021 5:36:14 PM,24.00,60.40
13/5/2021 5:41:23 PM,24.00,60.50
13/5/2021 5:45:00 PM,24.00,60.40
13/5/2021 5:51:28 PM,24.00,60.50
13/5/2021 5:56:33 PM,23.80,60.50
13/5/2021 6:00:00 PM,23.80,60.50
13/5/2021 6:01:26 PM,23.80,60.60
13/5/2021 6:06:21 PM,23.80,60.80
13/5/2021 6:11:19 PM,23.80,61.30
13/5/2021 6:15:00 PM,23.60,61.30
13/5/2021 6:16:16 PM,23.60,61.30
13/5/2021 6:21:06 PM,23.60,61.20
13/5/2021 6:26:02 PM,23.60,61.30
13/5/2021 6:30:00 PM,23.60,61.30
13/5/2021 6:31:07 PM,23.60,61.20
13/5/2021 6:36:12 PM,23.40,59.80
13/5/2021 6:41:21 PM,23.40,58.90
13/5/2021 6:45:00 PM,23.20,58.50
13/5/2021 6:46:30 PM,23.20,58.30
13/5/2021 6:51:29 PM,23.20,57.90
13/5/2021 6:56:23 PM,23.20,57.60
13/5/2021 7:00:00 PM,23.00,57.50
13/5/2021 7:01:26 PM,23.00,57.70
13/5/2021 7:06:23 PM,23.00,57.80
13/5/2021 7:11:25 PM,23.00,57.80
13/5/2021 7:15:00 PM,23.00,58.30
13/5/2021 7:21:42 PM,23.00,60.50
13/5/2021 7:26:50 PM,23.00,61.90
13/5/2021 7:30:00 PM,23.00,62.40
13/5/2021 7:31:57 PM,23.00,62.90
13/5/2021 7:37:01 PM,23.00,63.60
13/5/2021 7:42:02 PM,23.00,64.50
13/5/2021 7:45:00 PM,23.00,64.90
13/5/2021 7:47:05 PM,23.00,65.10
13/5/2021 7:52:05 PM,23.00,65.40
13/5/2021 7:57:06 PM,23.00,65.40
13/5/2021 8:00:00 PM,23.00,65.50
13/5/2021 8:02:00 PM,23.00,65.60
13/5/2021 8:07:08 PM,23.00,65.80
13/5/2021 8:15:00 PM,23.00,65.90
13/5/2021 8:17:17 PM,23.00,65.90
13/5/2021 8:22:06 PM,23.00,65.70
13/5/2021 8:27:09 PM,23.00,65.70
13/5/2021 8:30:00 PM,23.00,65.70
13/5/2021 8:32:11 PM,23.00,65.60
13/5/2021 8:37:17 PM,22.80,65.40
13/5/2021 8:42:25 PM,22.80,65.40
13/5/2021 8:45:00 PM,22.80,65.40
13/5/2021 8:52:38 PM,22.80,65.10
13/5/2021 8:57:46 PM,22.80,65.00
13/5/2021 9:00:00 PM,22.80,65.10
13/5/2021 9:02:43 PM,22.80,65.30
13/5/2021 9:12:55 PM,22.80,65.10
13/5/2021 9:15:00 PM,22.80,65.10
13/5/2021 9:17:44 PM,22.80,65.30
13/5/2021 9:22:36 PM,22.80,65.30
13/5/2021 9:27:26 PM,22.80,65.30
13/5/2021 9:30:00 PM,22.80,65.20
13/5/2021 9:32:20 PM,22.60,65.40
13/5/2021 9:37:18 PM,22.60,65.40
13/5/2021 9:42:10 PM,22.60,65.20
13/5/2021 9:45:00 PM,22.60,65.20
13/5/2021 9:47:16 PM,22.60,65.30
13/5/2021 9:52:21 PM,22.60,65.40
13/5/2021 9:57:14 PM,22.60,65.60
13/5/2021 10:00:00 PM,22.60,65.50
13/5/2021 10:02:24 PM,22.60,65.40
13/5/2021 10:12:14 PM,22.60,65.30
13/5/2021 10:15:00 PM,22.60,65.30
13/5/2021 10:17:06 PM,22.60,65.20
13/5/2021 10:21:59 PM,22.60,65.10
13/5/2021 10:27:02 PM,22.60,65.50
13/5/2021 10:30:00 PM,22.60,65.50
13/5/2021 10:31:54 PM,22.60,65.40
13/5/2021 10:37:03 PM,22.60,65.40
13/5/2021 10:41:55 PM,22.60,65.60
13/5/2021 10:45:00 PM,22.60,65.80
13/5/2021 10:46:45 PM,22.60,65.80
13/5/2021 10:51:50 PM,22.60,65.80
13/5/2021 10:56:55 PM,22.60,66.10
13/5/2021 11:00:00 PM,22.60,66.20
13/5/2021 11:01:51 PM,22.60,66.20
13/5/2021 11:06:53 PM,22.60,66.00
13/5/2021 11:11:48 PM,22.60,65.90
13/5/2021 11:15:00 PM,22.60,65.90
13/5/2021 11:21:45 PM,22.60,65.80
13/5/2021 11:26:48 PM,22.60,65.80
13/5/2021 11:30:00 PM,22.60,66.00
13/5/2021 11:31:42 PM,22.60,66.00
13/5/2021 11:36:39 PM,22.40,66.10
13/5/2021 11:41:42 PM,22.40,66.10
13/5/2021 11:45:00 PM,22.40,66.10
13/5/2021 11:46:31 PM,22.40,66.20
13/5/2021 11:56:29 PM,22.40,66.20
14/5/2021 12:00:00 AM,22.40,66.10
14/5/2021 12:01:39 AM,22.40,66.00
14/5/2021 12:06:38 AM,22.40,66.10
14/5/2021 12:11:37 AM,22.40,66.20
14/5/2021 12:15:00 AM,22.40,66.20
14/5/2021 12:16:46 AM,22.40,66.30
14/5/2021 12:26:30 AM,22.40,66.80
14/5/2021 12:30:00 AM,22.40,66.70
14/5/2021 12:31:24 AM,22.40,66.70
14/5/2021 12:36:30 AM,22.40,66.40
14/5/2021 12:41:19 AM,22.40,66.40
14/5/2021 12:45:00 AM,22.40,66.50
14/5/2021 12:46:10 AM,22.40,66.60
14/5/2021 12:51:11 AM,22.40,66.60
14/5/2021 12:56:04 AM,22.40,66.50
14/5/2021 1:00:00 AM,22.40,66.50
14/5/2021 1:06:03 AM,22.40,66.70
14/5/2021 1:11:03 AM,22.40,66.70
14/5/2021 1:15:00 AM,22.40,66.50
14/5/2021 1:16:00 AM,22.40,66.60
14/5/2021 1:21:05 AM,22.40,66.50
14/5/2021 1:25:55 AM,22.40,66.60
14/5/2021 1:30:00 AM,22.40,66.50
14/5/2021 1:30:49 AM,22.40,66.40
14/5/2021 1:35:44 AM,22.40,66.40
14/5/2021 1:40:37 AM,22.40,66.40
14/5/2021 1:45:00 AM,22.40,66.60
14/5/2021 1:50:37 AM,22.40,66.60
14/5/2021 1:55:43 AM,22.40,66.70
14/5/2021 2:00:00 AM,22.40,66.80
14/5/2021 2:00:32 AM,22.40,66.80
14/5/2021 2:05:38 AM,22.40,66.40
14/5/2021 2:10:31 AM,22.20,66.30
